20,"Freddie Prinze Jr.",1999,"Wing Commander",Principale
20,"Jürgen Prochnow",1999,"Wing Commander",Secondario
20,"Saffron Burrows",1999,"Wing Commander",Secondario
21,"Gaby Hoffmann",1997,"Volcano",Secondario
21,"Don Cheadle",1997,"Volcano",Secondario
21,"Joshua Fardon",1997,"Volcano",Secondario
21,"Tommy Lee Jones",1997,"Volcano",Principale
21,"Anne Heche",1997,"Volcano",Secondario
22,"Heidi Schanz",1999,"Universal Soldier: The Return",Secondario
22,"Jean-Claude Van Damme",1999,"Universal Soldier: The Return",Principale
22,"Michael Jai White",1999,"Universal Soldier: The Return",Secondario
22,"Kiana Tom",1999,"Universal Soldier: The Return",Secondario
22,"Bill Goldberg",1999,"Universal Soldier: The Return",Secondario
23,"James Spader",2000,"Supernova",Principale
23,"Lou Diamond Phillips",2000,"Supernova",Secondario
23,"Peter Facinelli",2000,"Supernova",Secondario
23,"Robert Forster",2000,"Supernova",Secondario
23,"Angela Bassett",2000,"Supernova",Secondario
24,"Eli Marienthal",1999,"The Iron Giant",Principale
24,"Vin Diesel",1999,"The Iron Giant",Secondario
24,"Harry Connick Jr.",1999,"The Iron Giant",Secondario
24,"Christopher McDonald",1999,"The Iron Giant",Secondario
24,"Jennifer Aniston",1999,"The Iron Giant",Secondario
25,"John Goodman",2000,"What Planet Are You From?",Secondario
25,"Greg Kinnear",2000,"What Planet Are You From?",Secondario
25,"Annette Bening",2000,"What Planet Are You From?",Secondario
25,"Garry Shandling",2000,"What Planet Are You From?",Principale
25,"Linda Fiorentino",2000,"What Planet Are You From?",Secondario
26,"Joan Allen",2008,"Death Race",Secondario
26,"Ian McShane",2008,"Death Race",Secondario
26,"Natalie Martinez",2008,"Death Race",Secondario
26,"Tyrese Gibson",2008,"Death Race",Secondario
26,"Jason Statham",2008,"Death Race",Principale
27,"Christopher Lloyd",1985,"Back to the Future",Secondario
27,"Lea Thompson",1985,"Back to the Future",Secondario
27,"Crispin Glover",1985,"Back to the Future",Secondario
27,"Thomas F. Wilson",1985,"Back to the Future",Secondario
27,"Michael J. Fox",1985,"Back to the Future",Principale
29,"Noah Emmerich",2000,"Frequency",Secondario
29,"Elizabeth Mitchell",2000,"Frequency",Secondario
29,"Dennis Quaid",2000,"Frequency",Principale
29,"Andre Braugher",2000,"Frequency",Secondario
29,"Jim Caviezel",2000,"Frequency",Secondario
30,"Arnold Schwarzenegger",1987,"Predator",Principale
30,"Carl Weathers",1987,"Predator",Secondario
30,"Elpidia Carrillo",1987,"Predator",Secondario
30,"Bill Duke",1987,"Predator",Secondario
30,"Jesse Ventura",1987,"Predator",Secondario
32,"Lea Thompson",1986,"Howard the Duck",Principale
32,"Ed Gale",1986,"Howard the Duck",Secondario
32,"Holly Robinson Peete",1986,"Howard the Duck",Secondario
32,"Jeffrey Jones",1986,"Howard the Duck",Secondario
32,"Tim Robbins",1986,"Howard the Duck",Secondario
35,"Freddie Jones",1982,"Firefox",Secondario
35,"Clint Eastwood",1982,"Firefox",Principale
35,"Warren Clarke",1982,"Firefox",Secondario
35,"Ronald Lacey",1982,"Firefox",Secondario
35,"David Huffman",1982,"Firefox",Secondario
37,"Jason Isaacs",2002,"The Tuxedo",Secondario
37,"Ritchie Coster",2002,"The Tuxedo",Secondario
37,"Jackie Chan",2002,"The Tuxedo",Principale
37,"Jennifer Love Hewitt",2002,"The Tuxedo",Secondario
37,"Debi Mazar",2002,"The Tuxedo",Secondario
38,"Jet Li",2001,"The One",Principale
38,"Carla Gugino",2001,"The One",Secondario
38,"Delroy Lindo",2001,"The One",Secondario
38,"James Morrison",2001,"The One",Secondario
38,"Jason Statham",2001,"The One",Secondario
39,"Simon Pegg",2013,"The World's End",Principale
39,"Nick Frost",2013,"The World's End",Secondario
39,"Paddy Considine",2013,"The World's End",Secondario
39,"Eddie Marsan",2013,"The World's End",Secondario
39,"Martin Freeman",2013,"The World's End",Secondario
41,"James Garner",2001,"Atlantis: The Lost Empire",Secondario
41,"Corey Burton",2001,"Atlantis: The Lost Empire",Secondario
41,"John Mahoney",2001,"Atlantis: The Lost Empire",Secondario
41,"Michael J. Fox",2001,"Atlantis: The Lost Empire",Principale
41,"Claudia Christian",2001,"Atlantis: The Lost Empire",Secondario
42,"Armin Mueller-Stahl",1999,"The Thirteenth Floor",Secondario
42,"Craig Bierko",1999,"The Thirteenth Floor",Principale
42,"Gretchen Mol",1999,"The Thirteenth Floor",Secondario
42,"Dennis Haysbert",1999,"The Thirteenth Floor",Secondario
42,"Vincent D'Onofrio",1999,"The Thirteenth Floor",Secondario
43,"Wilford Brimley",1982,"The Thing",Secondario
43,"Richard Dysart",1982,"The Thing",Secondario
43,"Donald Moffat",1982,"The Thing",Secondario
43,"Keith David",1982,"The Thing",Secondario
43,"Kurt Russell",1982,"The Thing",Principale
48,"Chris Evans",2013,"Snowpiercer",Principale
48,"Song Kang-ho",2013,"Snowpiercer",Secondario
48,"Ed Harris",2013,"Snowpiercer",Secondario
48,"Tilda Swinton",2013,"Snowpiercer",Secondario
48,"John Hurt",2013,"Snowpiercer",Secondario
49,"Rebecca Romijn",2004,"Godsend",Secondario
49,"Zoie Palmer",2004,"Godsend",Secondario
49,"Greg Kinnear",2004,"Godsend",Principale
49,"Robert De Niro",2004,"Godsend",Secondario
49,"Cameron Bright",2004,"Godsend",Secondario
50,"Natasha Lyonne",2001,"Kate & Leopold",Secondario
50,"Liev Schreiber",2001,"Kate & Leopold",Secondario
50,"Breckin Meyer",2001,"Kate & Leopold",Secondario
50,"Meg Ryan",2001,"Kate & Leopold",Principale
50,"Hugh Jackman",2001,"Kate & Leopold",Secondario
51,"Matthew Marsden",2004,"Anacondas: The Hunt for the Blood Orchid",Secondario
51,"KaDee Strickland",2004,"Anacondas: The Hunt for the Blood Orchid",Secondario
51,"Johnny Messner",2004,"Anacondas: The Hunt for the Blood Orchid",Principale
51,"Eugene Byrd",2004,"Anacondas: The Hunt for the Blood Orchid",Secondario
51,"Nicholas Gonzalez",2004,"Anacondas: The Hunt for the Blood Orchid",Secondario
52,"Selma Blair",2008,"Hellboy II: The Golden Army",Secondario
52,"Doug Jones",2008,"Hellboy II: The Golden Army",Secondario
52,"Ron Perlman",2008,"Hellboy II: The Golden Army",Principale
52,"Jeffrey Tambor",2008,"Hellboy II: The Golden Army",Secondario
52,"John Hurt",2008,"Hellboy II: The Golden Army",Secondario
53,"Gabrielle Union",2008,"Meet Dave",Secondario
53,"Scott Caan",2008,"Meet Dave",Secondario
53,"Ed Helms",2008,"Meet Dave",Secondario
53,"Eddie Murphy",2008,"Meet Dave",Principale
53,"Elizabeth Banks",2008,"Meet Dave",Secondario
55,"Marc McClure",1987,"Superman IV: The Quest for Peace",Secondario
55,"Gene Hackman",1987,"Superman IV: The Quest for Peace",Secondario
55,"Christopher Reeve",1987,"Superman IV: The Quest for Peace",Principale
55,"Margot Kidder",1987,"Superman IV: The Quest for Peace",Secondario
55,"Jackie Cooper",1987,"Superman IV: The Quest for Peace",Secondario
56,"David Cronenberg",2001,"Jason X",Secondario
56,"Kane Hodder",2001,"Jason X",Principale
56,"Lexa Doig",2001,"Jason X",Secondario
56,"Chuck Campbell",2001,"Jason X",Secondario
56,"Lisa Ryder",2001,"Jason X",Secondario
57,"Jean Reno",2002,"Rollerball",Secondario
57,"Rebecca Romijn",2002,"Rollerball",Secondario
57,"Chris Klein",2002,"Rollerball",Principale
57,"LL Cool J",2002,"Rollerball",Secondario
57,"Naveen Andrews",2002,"Rollerball",Secondario
58,"Phil Hartman",1998,"Small Soldiers",Secondario
58,"Kirsten Dunst",1998,"Small Soldiers",Secondario
58,"Gregory Smith",1998,"Small Soldiers",Principale
58,"David Cross",1998,"Small Soldiers",Secondario
58,"Denis Leary",1998,"Small Soldiers",Secondario
62,"Jay Mohr",2002,"The Adventures of Pluto Nash",Secondario
62,"Randy Quaid",2002,"The Adventures of Pluto Nash",Secondario
62,"Joe Pantoliano",2002,"The Adventures of Pluto Nash",Secondario
62,"Rosario Dawson",2002,"The Adventures of Pluto Nash",Secondario
62,"Eddie Murphy",2002,"The Adventures of Pluto Nash",Principale
64,"Vin Diesel",2014,"Guardians of the Galaxy",Secondario
64,"Bradley Cooper",2014,"Guardians of the Galaxy",Secondario
64,"Dave Bautista",2014,"Guardians of the Galaxy",Secondario
64,"Chris Pratt",2014,"Guardians of the Galaxy",Principale
64,"Zoe Saldana",2014,"Guardians of the Galaxy",Secondario
65,"Drake Bell",2008,"Superhero Movie",Principale
65,"Jeffrey Tambor",2008,"Superhero Movie",Secondario
65,"Christopher McDonald",2008,"Superhero Movie",Secondario
65,"Sara Paxton",2008,"Superhero Movie",Secondario
65,"Leslie Nielsen",2008,"Superhero Movie",Secondario
67,"Andy Serkis",2014,"Dawn of the Planet of the Apes",Principale
67,"Toby Kebbell",2014,"Dawn of the Planet of the Apes",Secondario
67,"Keri Russell",2014,"Dawn of the Planet of the Apes",Secondario
67,"Gary Oldman",2014,"Dawn of the Planet of the Apes",Secondario
67,"Jason Clarke",2014,"Dawn of the Planet of the Apes",Secondario
68,"Peter Firth",1985,"Lifeforce",Secondario
68,"Patrick Stewart",1985,"Lifeforce",Secondario
68,"Mathilda May",1985,"Lifeforce",Secondario
68,"Steve Railsback",1985,"Lifeforce",Principale
68,"Frank Finlay",1985,"Lifeforce",Secondario
70,"Larry Miller",2000,"Nutty Professor II: The Klumps",Secondario
70,"Richard Gant",2000,"Nutty Professor II: The Klumps",Secondario
70,"Janet Jackson",2000,"Nutty Professor II: The Klumps",Secondario
70,"John Ales",2000,"Nutty Professor II: The Klumps",Secondario
70,"Eddie Murphy",2000,"Nutty Professor II: The Klumps",Principale
71,"Seth Green",1988,"My Stepmother is an Alien",Secondario
71,"Jon Lovitz",1988,"My Stepmother is an Alien",Secondario
71,"Alyson Hannigan",1988,"My Stepmother is an Alien",Secondario
71,"Kim Basinger",1988,"My Stepmother is an Alien",Secondario
71,"Dan Aykroyd",1988,"My Stepmother is an Alien",Principale
72,"Fred Ward",1996,"Chain Reaction",Secondario
72,"Kevin Dunn",1996,"Chain Reaction",Secondario
72,"Morgan Freeman",1996,"Chain Reaction",Secondario
72,"Rachel Weisz",1996,"Chain Reaction",Secondario
72,"Keanu Reeves",1996,"Chain Reaction",Principale
73,"Donnie Yen",2000,"Highlander: Endgame",Secondario
73,"Bruce Payne",2000,"Highlander: Endgame",Secondario
73,"Christopher Lambert",2000,"Highlander: Endgame",Principale
73,"Adrian Paul",2000,"Highlander: Endgame",Secondario
73,"Lisa Barbuscia",2000,"Highlander: Endgame",Secondario
74,"Crispin Glover",2009,"9",Secondario
74,"Martin Landau",2009,"9",Secondario
74,"Christopher Plummer",2009,"9",Principale
74,"John C. Reilly",2009,"9",Secondario
74,"Jennifer Connelly",2009,"9",Secondario
75,"Sylvester Stallone",2003,"Spy Kids 3-D: Game Over",Secondario
75,"Carla Gugino",2003,"Spy Kids 3-D: Game Over",Secondario
75,"Antonio Banderas",2003,"Spy Kids 3-D: Game Over",Principale
75,"Alexa PenaVega",2003,"Spy Kids 3-D: Game Over",Secondario
75,"Daryl Sabara",2003,"Spy Kids 3-D: Game Over",Secondario
77,"Bill Nighy",2009,"Underworld: Rise of the Lycans",Principale
77,"Rhona Mitra",2009,"Underworld: Rise of the Lycans",Secondario
77,"Michael Sheen",2009,"Underworld: Rise of the Lycans",Secondario
77,"Shane Brolly",2009,"Underworld: Rise of the Lycans",Secondario
77,"Steven Mackintosh",2009,"Underworld: Rise of the Lycans",Secondario
80,"Patrick Stewart",2001,"Jimmy Neutron: Boy Genius",Secondario
80,"Megan Cavanagh",2001,"Jimmy Neutron: Boy Genius",Secondario
80,"Jeffrey Garcia",2001,"Jimmy Neutron: Boy Genius",Secondario
80,"Mark DeCarlo",2001,"Jimmy Neutron: Boy Genius",Secondario
80,"Debi Derryberry",2001,"Jimmy Neutron: Boy Genius",Principale
81,"Michelle Yeoh",2007,"Sunshine",Secondario
81,"Chris Evans",2007,"Sunshine",Secondario
81,"Cillian Murphy",2007,"Sunshine",Principale
81,"Cliff Curtis",2007,"Sunshine",Secondario
81,"Rose Byrne",2007,"Sunshine",Secondario
82,"Michael Fassbender",2014,"X-Men: Days of Future Past",Secondario
82,"Halle Berry",2014,"X-Men: Days of Future Past",Secondario
82,"James McAvoy",2014,"X-Men: Days of Future Past",Secondario
82,"Hugh Jackman",2014,"X-Men: Days of Future Past",Principale
82,"Jennifer Lawrence",2014,"X-Men: Days of Future Past",Secondario
86,"Josh Hutcherson",2014,"The Hunger Games: Mockingjay - Part 1",Secondario
86,"Donald Sutherland",2014,"The Hunger Games: Mockingjay - Part 1",Secondario
86,"Woody Harrelson",2014,"The Hunger Games: Mockingjay - Part 1",Secondario
86,"Jennifer Lawrence",2014,"The Hunger Games: Mockingjay - Part 1",Principale
86,"Liam Hemsworth",2014,"The Hunger Games: Mockingjay - Part 1",Secondario
87,"Josh Hutcherson",2015,"The Hunger Games: Mockingjay - Part 2",Secondario
87,"Woody Harrelson",2015,"The Hunger Games: Mockingjay - Part 2",Secondario
87,"Jennifer Lawrence",2015,"The Hunger Games: Mockingjay - Part 2",Principale
87,"Elizabeth Banks",2015,"The Hunger Games: Mockingjay - Part 2",Secondario
87,"Liam Hemsworth",2015,"The Hunger Games: Mockingjay - Part 2",Secondario
88,"Carla Gugino",2009,"Watchmen",Secondario
88,"Jeffrey Dean Morgan",2009,"Watchmen",Secondario
88,"Malin Åkerman",2009,"Watchmen",Principale
88,"Billy Crudup",2009,"Watchmen",Secondario
92,"David O'Hara",2008,"Doomsday",Secondario
92,"Rhona Mitra",2008,"Doomsday",Principale
92,"Alexander Siddig",2008,"Doomsday",Secondario
92,"Bob Hoskins",2008,"Doomsday",Secondario
92,"Malcolm McDowell",2008,"Doomsday",Secondario
93,"Zachary Quinto",2009,"Star Trek",Secondario
93,"Leonard Nimoy",2009,"Star Trek",Secondario
93,"Bruce Greenwood",2009,"Star Trek",Secondario
93,"Chris Pine",2009,"Star Trek",Principale
93,"Eric Bana",2009,"Star Trek",Secondario
94,"Nick Robinson",2015,"Jurassic World",Secondario
94,"Bryce Dallas Howard",2015,"Jurassic World",Secondario
94,"Vincent D'Onofrio",2015,"Jurassic World",Secondario
94,"Chris Pratt",2015,"Jurassic World",Principale
94,"Irrfan Khan",2015,"Jurassic World",Secondario
95,"Xu Jiao",2008,"????",Secondario
95,"Lee Sheung-Ching",2008,"????",Secondario
95,"Lam Tze-Chung",2008,"????",Secondario
95,"Stephen Chow",2008,"????",Principale
95,"Kitty Zhang Yuqi",2008,"????",Secondario
96,"Jonas Armstrong",2014,"Edge of Tomorrow",Secondario
96,"Brendan Gleeson",2014,"Edge of Tomorrow",Secondario
96,"Bill Paxton",2014,"Edge of Tomorrow",Secondario
96,"Tom Cruise",2014,"Edge of Tomorrow",Principale
96,"Emily Blunt",2014,"Edge of Tomorrow",Secondario
97,"William Hurt",2002,"Tuck Everlasting",Secondario
97,"Jonathan Jackson",2002,"Tuck Everlasting",Secondario
97,"Sissy Spacek",2002,"Tuck Everlasting",Secondario
97,"Alexis Bledel",2002,"Tuck Everlasting",Principale
97,"Scott Bairstow",2002,"Tuck Everlasting",Secondario
98,"Mark Margolis",2006,"The Fountain",Secondario
98,"Stephen McHattie",2006,"The Fountain",Secondario
98,"Rachel Weisz",2006,"The Fountain",Secondario
98,"Hugh Jackman",2006,"The Fountain",Principale
98,"Ellen Burstyn",2006,"The Fountain",Secondario
99,"Nicolas Cage",2009,"Knowing",Principale
99,"Chandler Canterbury",2009,"Knowing",Secondario
99,"Ben Mendelsohn",2009,"Knowing",Secondario
99,"Nadia Townsend",2009,"Knowing",Secondario
99,"Rose Byrne",2009,"Knowing",Secondario
102,"AnnaSophia Robb",2009,"Race to Witch Mountain",Secondario
102,"Carla Gugino",2009,"Race to Witch Mountain",Secondario
102,"Dwayne Johnson",2009,"Race to Witch Mountain",Principale
102,"Alexander Ludwig",2009,"Race to Witch Mountain",Secondario
102,"Chris Marquette",2009,"Race to Witch Mountain",Secondario
105,"Oliver Platt",2009,"2012",Secondario
105,"Amanda Peet",2009,"2012",Secondario
105,"John Cusack",2009,"2012",Principale
105,"Chiwetel Ejiofor",2009,"2012",Secondario
105,"Thandie Newton",2009,"2012",Secondario
106,"Chow Yun-fat",2009,"Dragonball Evolution",Principale
106,"Emmy Rossum",2009,"Dragonball Evolution",Secondario
106,"Justin Chatwin",2009,"Dragonball Evolution",Secondario
106,"Joon Park",2009,"Dragonball Evolution",Secondario
106,"Jamie Chung",2009,"Dragonball Evolution",Secondario
107,"David Arquette",2005,"The Adventures of Sharkboy and Lavagirl",Secondario
107,"Kristin Davis",2005,"The Adventures of Sharkboy and Lavagirl",Secondario
107,"Cayden Boyd",2005,"The Adventures of Sharkboy and Lavagirl",Secondario
107,"Taylor Lautner",2005,"The Adventures of Sharkboy and Lavagirl",Principale
107,"Taylor Dooley",2005,"The Adventures of Sharkboy and Lavagirl",Secondario
110,"James Marsden",2006,"Superman Returns",Secondario
110,"Brandon Routh",2006,"Superman Returns",Principale
110,"Kevin Spacey",2006,"Superman Returns",Secondario
110,"Parker Posey",2006,"Superman Returns",Secondario
110,"Kate Bosworth",2006,"Superman Returns",Secondario
111,"Lou Hirsch",2004,"Thunderbirds",Secondario
111,"Alex Barringer",2004,"Thunderbirds",Secondario
111,"Debora Weston",2004,"Thunderbirds",Secondario
111,"Brady Corbet",2004,"Thunderbirds",Principale
111,"Soren Fulton",2004,"Thunderbirds",Secondario
113,"Sienna Miller",2009,"G.I. Joe: The Rise of Cobra",Secondario
113,"Joseph Gordon-Levitt",2009,"G.I. Joe: The Rise of Cobra",Secondario
113,"Channing Tatum",2009,"G.I. Joe: The Rise of Cobra",Secondario
113,"Dennis Quaid",2009,"G.I. Joe: The Rise of Cobra",Principale
113,"Marlon Wayans",2009,"G.I. Joe: The Rise of Cobra",Secondario
114,"Selma Blair",2004,"Hellboy",Secondario
114,"Rupert Evans",2004,"Hellboy",Secondario
114,"Ron Perlman",2004,"Hellboy",Principale
114,"Jeffrey Tambor",2004,"Hellboy",Secondario
114,"John Hurt",2004,"Hellboy",Secondario
116,"Kenn Scott",1991,"Teenage Mutant Ninja Turtles II: The Secret of the Ooze",Secondario
116,"David Warner",1991,"Teenage Mutant Ninja Turtles II: The Secret of the Ooze",Secondario
116,"Paige Turco",1991,"Teenage Mutant Ninja Turtles II: The Secret of the Ooze",Principale
116,"Michelan Sisti",1991,"Teenage Mutant Ninja Turtles II: The Secret of the Ooze",Secondario
116,"Leif Tilden",1991,"Teenage Mutant Ninja Turtles II: The Secret of the Ooze",Secondario
117,"Stuart Wilson",1993,"Teenage Mutant Ninja Turtles III",Secondario
117,"Vivian Wu",1993,"Teenage Mutant Ninja Turtles III",Secondario
117,"Paige Turco",1993,"Teenage Mutant Ninja Turtles III",Principale
117,"Mark Caso",1993,"Teenage Mutant Ninja Turtles III",Secondario
117,"Sab Shimono",1993,"Teenage Mutant Ninja Turtles III",Secondario
118,"Jesse Bradford",2002,"Clockstoppers",Principale
118,"Paula Garcés",2002,"Clockstoppers",Secondario
118,"Michael Biehn",2002,"Clockstoppers",Secondario
118,"Robin Thomas",2002,"Clockstoppers",Secondario
118,"French Stewart",2002,"Clockstoppers",Secondario
120,"William Shatner",1979,"Star Trek: The Motion Picture",Principale
120,"Leonard Nimoy",1979,"Star Trek: The Motion Picture",Secondario
120,"DeForest Kelley",1979,"Star Trek: The Motion Picture",Secondario
120,"James Doohan",1979,"Star Trek: The Motion Picture",Secondario
120,"George Takei",1979,"Star Trek: The Motion Picture",Secondario
122,"Rooney Mara",2013,"Her",Secondario
122,"Scarlett Johansson",2013,"Her",Secondario
122,"Olivia Wilde",2013,"Her",Secondario
122,"Joaquin Phoenix",2013,"Her",Principale
122,"Amy Adams",2013,"Her",Secondario
123,"Chris Klein",2009,"Street Fighter: The Legend of Chun-Li",Secondario
123,"Neal McDonough",2009,"Street Fighter: The Legend of Chun-Li",Secondario
123,"Kristin Kreuk",2009,"Street Fighter: The Legend of Chun-Li",Principale
123,"Moon Bloodgood",2009,"Street Fighter: The Legend of Chun-Li",Secondario
123,"Michael Clarke Duncan",2009,"Street Fighter: The Legend of Chun-Li",Secondario
126,"Julia Roberts",1990,"Flatliners",Secondario
126,"William Baldwin",1990,"Flatliners",Secondario
126,"Oliver Platt",1990,"Flatliners",Secondario
126,"Kiefer Sutherland",1990,"Flatliners",Principale
126,"Kevin Bacon",1990,"Flatliners",Secondario
127,"Laura Gerow",2008,"VeggieTales: The Pirates Who Don't Do Anything",Secondario
127,"Yuri Lowenthal",2008,"VeggieTales: The Pirates Who Don't Do Anything",Secondario
127,"Cam Clarke",2008,"VeggieTales: The Pirates Who Don't Do Anything",Secondario
127,"Phil Vischer",2008,"VeggieTales: The Pirates Who Don't Do Anything",Principale
127,"Mike Nawrocki",2008,"VeggieTales: The Pirates Who Don't Do Anything",Secondario
128,"Seth Rogen",2009,"Monsters vs Aliens",Principale
128,"Paul Rudd",2009,"Monsters vs Aliens",Secondario
128,"Kiefer Sutherland",2009,"Monsters vs Aliens",Secondario
128,"Reese Witherspoon",2009,"Monsters vs Aliens",Secondario
128,"Hugh Laurie",2009,"Monsters vs Aliens",Secondario
129,"Jeremy Renner",2007,"28 Weeks Later",Secondario
129,"Imogen Poots",2007,"28 Weeks Later",Principale
129,"Robert Carlyle",2007,"28 Weeks Later",Secondario
129,"Harold Perrineau",2007,"28 Weeks Later",Secondario
129,"Rose Byrne",2007,"28 Weeks Later",Secondario
130,"William Shatner",1984,"Star Trek III: The Search for Spock",Principale
130,"Leonard Nimoy",1984,"Star Trek III: The Search for Spock",Secondario
130,"DeForest Kelley",1984,"Star Trek III: The Search for Spock",Secondario
130,"James Doohan",1984,"Star Trek III: The Search for Spock",Secondario
130,"George Takei",1984,"Star Trek III: The Search for Spock",Secondario
131,"Matthew McConaughey",2014,"Interstellar",Principale
131,"Anne Hathaway",2014,"Interstellar",Secondario
131,"Casey Affleck",2014,"Interstellar",Secondario
131,"Michael Caine",2014,"Interstellar",Secondario
131,"Jessica Chastain",2014,"Interstellar",Secondario
132,"Kate Winslet",2014,"Divergent",Secondario
132,"Ray Stevenson",2014,"Divergent",Secondario
132,"Theo James",2014,"Divergent",Secondario
132,"Shailene Woodley",2014,"Divergent",Principale
132,"Miles Teller",2014,"Divergent",Secondario
133,"Rebecca Hall",2014,"Transcendence",Secondario
133,"Morgan Freeman",2014,"Transcendence",Secondario
133,"Kate Mara",2014,"Transcendence",Secondario
133,"Paul Bettany",2014,"Transcendence",Secondario
133,"Johnny Depp",2014,"Transcendence",Principale
134,"Oscar Pearce",2002,"Resident Evil",Secondario
134,"Eric Mabius",2002,"Resident Evil",Secondario
134,"Ryan McCluskey",2002,"Resident Evil",Secondario
134,"Michelle Rodriguez",2002,"Resident Evil",Secondario
134,"Milla Jovovich",2002,"Resident Evil",Principale
135,"Oded Fehr",2004,"Resident Evil: Apocalypse",Secondario
135,"Thomas Kretschmann",2004,"Resident Evil: Apocalypse",Secondario
